date,nav,scheme_code,scheme_name,fund_house,scheme_category,scheme_type,isin_growth,isin_div_reinvestment
28-10-2025,105.60210,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
27-10-2025,105.62580,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
24-10-2025,105.13470,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
23-10-2025,105.39550,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
20-10-2025,105.25290,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
17-10-2025,104.90900,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
16-10-2025,104.60850,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
15-10-2025,103.64860,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
14-10-2025,102.87480,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
13-10-2025,103.14210,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
10-10-2025,103.44070,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
09-10-2025,102.99450,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
08-10-2025,102.38240,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
07-10-2025,102.85100,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
06-10-2025,102.69800,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
03-10-2025,102.30710,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
01-10-2025,101.85920,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
30-09-2025,101.19850,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
26-09-2025,101.27590,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
25-09-2025,102.27110,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
24-09-2025,102.90900,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
23-09-2025,103.42400,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
22-09-2025,103.68040,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
19-09-2025,104.24150,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
18-09-2025,104.51260,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
17-09-2025,104.04950,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
16-09-2025,103.93600,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
15-09-2025,103.18480,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
12-09-2025,103.20280,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
11-09-2025,102.86040,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
10-09-2025,102.85640,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
09-09-2025,102.46290,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
08-09-2025,102.09670,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
05-09-2025,101.87730,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
04-09-2025,101.85070,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
03-09-2025,101.90430,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
02-09-2025,101.39750,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
01-09-2025,101.45300,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
31-08-2025,100.57700,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
29-08-2025,100.58100,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
28-08-2025,100.76590,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
26-08-2025,101.69110,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
25-08-2025,102.52010,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
22-08-2025,102.20050,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
21-08-2025,103.03280,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
20-08-2025,102.86220,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
19-08-2025,102.62220,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
18-08-2025,101.95380,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
14-08-2025,100.96830,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
13-08-2025,100.87560,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
12-08-2025,100.25480,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
11-08-2025,100.65030,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
08-08-2025,99.98250,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
07-08-2025,101.19040,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
06-08-2025,101.13900,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
05-08-2025,101.55280,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
04-08-2025,101.97180,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
01-08-2025,101.42080,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
31-07-2025,102.17820,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
30-07-2025,102.51380,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
29-07-2025,102.09340,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
28-07-2025,101.44090,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
25-07-2025,101.98960,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
24-07-2025,102.91320,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
23-07-2025,103.37680,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
22-07-2025,102.95470,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
21-07-2025,103.04220,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
18-07-2025,102.58620,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
17-07-2025,103.24770,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
16-07-2025,103.47440,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
15-07-2025,103.50390,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
14-07-2025,103.19530,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
11-07-2025,103.27610,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
10-07-2025,103.83120,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
09-07-2025,104.51480,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
08-07-2025,104.57340,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
07-07-2025,104.11600,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
04-07-2025,104.00200,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
03-07-2025,103.71920,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
02-07-2025,103.86960,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
01-07-2025,104.10810,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
30-06-2025,104.17160,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
27-06-2025,104.40280,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
26-06-2025,103.71260,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
25-06-2025,102.49360,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
24-06-2025,101.83240,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
23-06-2025,101.42410,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
20-06-2025,101.81550,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
19-06-2025,100.74400,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
18-06-2025,101.07930,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
17-06-2025,101.18070,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
16-06-2025,101.57260,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
13-06-2025,100.85600,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
12-06-2025,101.50780,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
11-06-2025,102.45360,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
10-06-2025,102.35330,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
09-06-2025,102.45590,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
06-06-2025,101.94790,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
05-06-2025,101.13620,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
04-06-2025,100.58070,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
03-06-2025,100.21640,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
02-06-2025,100.78290,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
31-05-2025,100.99600,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
30-05-2025,100.99780,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
29-05-2025,101.09650,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
28-05-2025,100.80080,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
27-05-2025,101.03290,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
26-05-2025,101.55950,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
23-05-2025,101.05970,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
22-05-2025,100.31000,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
21-05-2025,100.91110,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
20-05-2025,100.29820,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
19-05-2025,101.33430,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
16-05-2025,101.23540,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
15-05-2025,100.93920,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
14-05-2025,99.86690,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
13-05-2025,99.48100,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
12-05-2025,100.50500,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
09-05-2025,97.19110,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
08-05-2025,97.92860,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
07-05-2025,98.58020,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
06-05-2025,98.28090,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
05-05-2025,98.73750,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
02-05-2025,98.39890,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
30-04-2025,98.59510,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
29-04-2025,98.40230,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
28-04-2025,98.33570,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
25-04-2025,97.23390,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
24-04-2025,98.16240,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
23-04-2025,98.45620,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
22-04-2025,98.09680,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
21-04-2025,97.97810,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
17-04-2025,96.73350,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
16-04-2025,95.37470,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
15-04-2025,94.85040,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
11-04-2025,92.58720,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
09-04-2025,90.99260,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
08-04-2025,91.42640,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
07-04-2025,89.97940,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
04-04-2025,92.95210,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
03-04-2025,94.52770,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
02-04-2025,94.85480,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
01-04-2025,94.12830,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
31-03-2025,95.65470,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
28-03-2025,95.65770,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
27-03-2025,95.93690,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
26-03-2025,95.42400,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
25-03-2025,96.06720,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
24-03-2025,96.17210,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
21-03-2025,94.95170,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
20-03-2025,94.23510,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
19-03-2025,93.14460,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
18-03-2025,92.78770,119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF200K01QX4,
